file_path,subsystem,severity,status,issue
UI/UISliderController.cs,UI,low,pending,"Unused usings: System.Collections, System.Collections.Generic"
Utilities/ForceApplier.cs,Utilities,high,pending,No null-checks on rb/rotaryController before use in Update
Utilities/ForceApplier.cs,Utilities,medium,pending,"Hardcoded gust-simulation magic numbers (gustFrequency 0.25f, directionChangeSpeed 5f, Perlin multiplier 0.1f, Perlin power 3.5f) with no explanation — extract to tooltipped fields"
Utilities/ForceApplier.cs,Utilities,medium,pending,No null-check on rotaryController.emptyWeight access
Utilities/ForceApplier.cs,Utilities,low,pending,Public mutable fields rb and rotaryController should be [SerializeField] private
Utilities/ForceApplier.cs,Utilities,low,pending,OnDrawGizmos duplicates the Update() wind-force calculation instead of sharing a single method — risk of the two diverging over time
Utilities/GForceCalculator.cs,Utilities,high,fixed,"Fixed in prior pass: removed per-frame Debug.Log spam, cached Material instead of per-call allocation, fixed redundant GetComponent overwriting a serialized field, public array changed to private self-initializing array"
Utilities/GForceCalculator.cs,Utilities,low,pending,Remaining: points array is initialized both at field-declaration and again redundantly in Start() — harmless but worth cleaning up for clarity
Utilities/GameReferences.cs,Utilities,low,pending,No issues found on review
Utilities/SceneTransition.cs,Utilities,medium,pending,Scene names array hardcoded in two separate places — should be a single source of truth (constant or serialized field)
Utilities/SceneTransition.cs,Utilities,medium,pending,No null-check on sceneDropdown before use in Start()
Utilities/Timing.cs,Utilities,medium,pending,"Hardcoded time thresholds (e.g. 120s, 10s) lack explanation/tooltips — extract to named serialized fields"
Utilities/Timing.cs,Utilities,medium,pending,No null-checks on TextMeshProUGUI fields before setting .text/.color
Utilities/Timing.cs,Utilities,low,pending,Public TextMeshProUGUI array fields should be [SerializeField] private
Utilities/Timing.cs,Utilities,low,pending,Public mutable color fields should be [SerializeField] private
Utilities/Utilities.cs,Utilities,low,pending,No issues found on review
Utilities/mirrorTransform.cs,Utilities,medium,pending,"Class name uses non-standard lowercase casing ""mirrorTransform"" — should be PascalCase ""MirrorTransform"" (rename via Unity Editor to preserve references)"
Utilities/mirrorTransform.cs,Utilities,low,pending,Unused field heliTransformTarget assigned but never referenced meaningfully
Utilities/mirrorTransform.cs,Utilities,low,pending,Null-check pattern in FixedUpdate is inconsistent (checks a field it never actually uses)
VR/HeadSetTracking.cs,VR,medium,pending,Class is an entirely empty stub (Start/Update do nothing) — either implement the intended headset-tracking feature or delete the file
VR/Recenter.cs,VR,medium,pending,No null-checks on XROrigin/TargetTransform before use — will crash if not assigned in inspector
VR/VRCameraPlayback.cs,VR,high,pending,No try/catch around StreamReader file I/O — crashes on I/O errors
VR/VRCameraPlayback.cs,VR,high,pending,float.Parse used instead of float.TryParse — crashes on malformed recorded data instead of skipping the bad line
VR/VRCameraPlayback.cs,VR,medium,pending,Uses string concatenation for paths instead of Path.Combine
VR/VRCameraPlayback.cs,VR,medium,pending,No bounds-checking on journeyData indexing before interpolation
VR/VRCameraPlayback.cs,VR,medium,pending,No OnDestroy cleanup of coroutines if destroyed mid-playback
VR/VRCameraPlayback.cs,VR,medium,pending,No File.Exists check before attempting to read the journey file
VR/VRCameraPlayback.cs,VR,low,pending,Hardcoded frameRate = 30f with no explanation
VR/VRCameraRecording.cs,VR,high,pending,No try/catch around StreamWriter file I/O — crashes on I/O errors
VR/VRCameraRecording.cs,VR,high,pending,Records a new journeyData entry every single frame with no batching/decimation — unbounded memory growth and huge output files for long sessions
VR/VRCameraRecording.cs,VR,medium,pending,Uses string concatenation for paths instead of Path.Combine
VR/VRCameraRecording.cs,VR,medium,pending,No OnDestroy to stop/flush recording if the component is destroyed mid-recording
VR/VRCameraRecording.cs,VR,low,pending,No null-check on transform before use in Update
VR/VRCameraRecording.cs,VR,low,pending,No validation that Application.persistentDataPath is accessible before writing
WorldLookup/WorldLookupEntry.cs,WorldLookup,low,pending,Fields are public/mutable; should be [SerializeField] private for consistency with modern Unity practice
WorldLookup/WorldLookupEntry.cs,WorldLookup,low,pending,No validation that entries are non-null/well-formed
WorldLookup/WorldLoopup.cs,WorldLookup,high,pending,"Singleton is not marked with DontDestroyOnLoad — will be recreated on scene load, breaking the singleton contract"
WorldLookup/WorldLoopup.cs,WorldLookup,medium,pending,"Class/file name typo: ""WorldLoopup"" should be ""WorldLookup"" (rename via Unity Editor to preserve references)"
WorldLookup/WorldLoopup.cs,WorldLookup,medium,pending,No OnDestroy() to clear the lookup dictionary on scene unload
WorldLookup/WorldLoopup.cs,WorldLookup,medium,pending,No guard against consumers accessing lookupDictionary before Awake() has run (initialization-order hazard)
WorldLookup/WorldLoopup.cs,WorldLookup,medium,pending,"Singleton pattern is inconsistent with the other manager singletons in the project (CameraSwitcher, SpeedGrapher, ViewManager, DashboardManager) — consolidate on one reusable singleton base/pattern"
WorldLookup/WorldLoopup.cs,WorldLookup,low,pending,"lookupDictionary field visibility should be private, currently more open than necessary"
helicopter/AutoTrim.cs,helicopter,high,fixed,"Fixed in prior pass: all magic numbers extracted to tooltipped [SerializeField] fields, dead/inconsistent IncreaseYawTrim/DecreaseYawTrim methods removed, useMoments toggle exposed, null guards added in Start/FixedUpdate"
helicopter/CollectiveOverride.cs,helicopter,high,pending,Entire implementation is commented-out dead code — either finish the feature or delete the file
helicopter/CollectiveOverride.cs,helicopter,medium,pending,"Unused fields (m_collectiveOverride, m_collectiveOverrideValueSlider, m_collectiveOverrideValue, m_collectiveOverrideToggle, m_controller) declared but never used because the logic is commented out"
helicopter/TaxiLoops.cs,helicopter,critical,pending,Division by zero risk: journeyData.Count / helicopters.Count when helicopters.Count is 0
helicopter/TaxiLoops.cs,helicopter,high,pending,No null checks on helicopters[i].helicopterRb / helicopterTransform before use
helicopter/TaxiLoops.cs,helicopter,high,pending,No check for empty journeyData list before indexing — can throw IndexOutOfRangeException
helicopter/TaxiLoops.cs,helicopter,high,pending,File parsing has no try/catch — malformed save file will crash at runtime
helicopter/TaxiLoops.cs,helicopter,medium,pending,"Inconsistent typo' d variable names (""helictoperStartTimes"", ""helictoperLoops"", ""currentHelicopterTimes"") mixing ""helictoper""/""helicopter"" spelling"
helicopter/TaxiLoops.cs,helicopter,medium,pending,StartPlayback() allocates new List objects on every call — avoidable per-call allocation
helicopter/TaxiLoops.cs,helicopter,low,pending,Public mutable fields fileName and playbackSpeed should be [SerializeField] private
helicopter/TaxiLoops.cs,helicopter,low,pending,Debug.Log statements left in without a debug-flag gate
helicopter/TaxiLoops.cs,helicopter,low,pending,Dead/commented-out code left in file suggesting an incomplete feature
helicopter/YawOverride.cs,helicopter,high,pending,m_yawOverrideToggle is read in SetYawOverride() but never assigned/initialized — likely a null reference bug waiting to happen once the surrounding code is un-commented
helicopter/YawOverride.cs,helicopter,high,pending,All core logic is commented out; method is currently non-functional — finish or remove
helicopter/YawOverride.cs,helicopter,low,pending,Unused field m_controller declared but never used
helicopter/YawOverride.cs,helicopter,low,pending,"Misleading/misspelled local variable naming (e.g. ""bol"") — clean up naming when logic is restored"
helicopter/verticalDrag.cs,helicopter,high,pending,No null check on rb — will throw NullReferenceException if not assigned in inspector
helicopter/verticalDrag.cs,helicopter,high,pending,Drag force only applied when rb.linearVelocity.y > 0 — logic looks incomplete/asymmetric; likely a bug where downward vertical drag is never applied
helicopter/verticalDrag.cs,helicopter,medium,pending,"Class name uses non-standard lowercase casing ""verticalDrag"" — should be PascalCase ""VerticalDrag"" (rename via Unity Editor to preserve scene/prefab references)"
helicopter/verticalDrag.cs,helicopter,low,pending,verticalSpeed and drag fields are serialized purely as debug readouts — should be private (or removed) with debug info exposed differently
